index,real,predicha,clase_real,clase_predicha,confianza,p_dandelion,p_daisy,p_tulips,p_sunflowers,p_roses
363,4,4,roses,roses,1.0,2.4211583e-24,8.6505515e-23,5.381463e-08,2.663968e-22,1.0
380,4,4,roses,roses,0.9426491,9.335363e-05,0.0014593625,0.055734877,6.331254e-05,0.9426491
382,3,3,sunflowers,sunflowers,0.92125714,8.096743e-06,0.07873398,7.447969e-07,0.92125714,4.0228795e-08
386,0,0,dandelion,dandelion,1.0,1.0,1.3299901e-15,1.1240706e-19,3.4726244e-16,2.075477e-21
388,3,3,sunflowers,sunflowers,0.87407345,0.10594599,0.007958347,0.012015033,0.87407345,7.232194e-06
399,0,0,dandelion,dandelion,0.9999981,0.9999981,1.8543486e-06,8.011949e-12,6.8977735e-10,1.578438e-12
408,3,0,sunflowers,dandelion,0.56233656,0.56233656,0.04523992,0.11393972,0.13610019,0.14238356
419,2,2,tulips,tulips,0.99943167,9.288705e-05,0.00031910944,0.99943167,6.9413974e-05,8.684579e-05
420,2,2,tulips,tulips,0.99915564,0.00014103338,2.0416943e-05,0.99915564,5.5759334e-05,0.00062728324
424,4,4,roses,roses,0.97043884,0.00018214408,0.00050252164,0.021137197,0.0077393563,0.97043884
448,1,1,daisy,daisy,1.0,1.1252568e-08,1.0,4.087938e-12,8.89727e-09,6.9665313e-13
456,3,3,sunflowers,sunflowers,0.99999976,1.937307e-07,1.2576425e-10,4.2676223e-12,0.99999976,6.0310465e-15
474,4,4,roses,roses,0.999356,5.887942e-10,1.2802181e-08,0.00064400065,4.6523468e-10,0.999356
489,0,0,dandelion,dandelion,0.9998809,0.9998809,0.0001180801,7.1839663e-09,9.4070754e-07,7.276399e-10
490,4,4,roses,roses,0.81451315,1.9259845e-10,9.698976e-10,0.18548685,2.3064727e-11,0.81451315
494,0,0,dandelion,dandelion,0.54453295,0.54453295,0.35788545,0.090666175,0.0026179627,0.004297467
495,4,4,roses,roses,0.33037624,0.25475597,0.12748405,0.24841706,0.038966738,0.33037624
497,0,1,dandelion,daisy,0.96670634,0.029582608,0.96670634,0.0023747918,0.0010005648,0.0003356086
505,4,4,roses,roses,0.96007115,1.7687261e-08,1.1146798e-07,0.039928313,3.8642236e-07,0.96007115
510,0,0,dandelion,dandelion,0.9999987,0.9999987,1.3705992e-06,8.530264e-11,3.1864464e-10,7.907685e-12
512,1,1,daisy,daisy,0.99948895,2.9961968e-05,0.99948895,2.690729e-07,0.00048075357,7.8572704e-08
520,0,0,dandelion,dandelion,0.9993075,0.9993075,0.00045259442,0.00021807301,1.3527142e-06,2.0455227e-05
527,2,2,tulips,tulips,0.9997899,5.577262e-08,1.7814196e-07,0.9997899,4.1761146e-07,0.00020942876
532,0,0,dandelion,dandelion,1.0,1.0,1.5237053e-10,1.121401e-14,3.0081657e-10,1.0371693e-15
543,3,3,sunflowers,sunflowers,0.99968314,3.8745415e-07,0.0003164775,1.11187735e-08,0.99968314,2.7118962e-11
550,2,1,tulips,daisy,0.41445065,0.3271442,0.41445065,0.15462379,0.0022279478,0.101553366
566,3,3,sunflowers,sunflowers,0.99979955,6.642542e-05,6.483732e-05,6.407381e-05,0.99979955,5.1632132e-06
567,1,1,daisy,daisy,0.99232835,0.0076277885,0.99232835,4.3581385e-05,1.254129e-07,2.8897986e-07
570,0,0,dandelion,dandelion,1.0,1.0,6.858782e-14,1.7602608e-19,2.2803585e-16,1.7120417e-20
582,0,0,dandelion,dandelion,0.9999604,0.9999604,2.895913e-06,3.536404e-06,3.311698e-05,1.1409589e-07
583,0,3,dandelion,sunflowers,0.5115118,0.14575648,0.3381922,0.0038333046,0.5115118,0.00070618687
589,0,0,dandelion,dandelion,0.9999989,0.9999989,1.0256684e-06,1.0223631e-11,1.151291e-10,2.4314999e-12
599,1,1,daisy,daisy,1.0,3.4719845e-11,1.0,1.6776526e-14,7.5172696e-10,1.368805e-15
604,2,2,tulips,tulips,0.9920975,8.386831e-06,7.0348524e-06,0.9920975,7.4916757e-06,0.007879698
605,3,3,sunflowers,sunflowers,0.7386393,0.26094982,0.00020141735,0.00019635638,0.7386393,1.3150391e-05
606,3,3,sunflowers,sunflowers,0.90685153,0.006029158,0.08711451,4.5006445e-06,0.90685153,2.0609117e-07
622,2,2,tulips,tulips,0.9999887,2.472334e-08,1.077791e-05,0.9999887,3.9906627e-07,1.0437444e-07
626,3,3,sunflowers,sunflowers,0.9924677,0.0003092956,0.00671681,0.000116062205,0.9924677,0.0003900647
627,4,4,roses,roses,0.9961992,3.1231663e-13,6.496689e-12,0.0038007658,3.429019e-11,0.9961992
634,0,0,dandelion,dandelion,0.9961726,0.9961726,0.0030352194,0.00078036013,5.975097e-06,5.786785e-06
635,0,0,dandelion,dandelion,1.0,1.0,7.1604655e-14,2.5268337e-16,4.5491234e-15,3.4469904e-18
644,0,0,dandelion,dandelion,0.9615933,0.9615933,0.03839419,1.2342727e-05,5.3475635e-08,1.2903661e-07
651,0,0,dandelion,dandelion,0.999201,0.999201,0.0007176499,3.2101485e-05,3.463594e-05,1.4699414e-05
670,3,3,sunflowers,sunflowers,0.52310896,0.0026150872,0.010963015,0.17548735,0.52310896,0.28782558
671,4,2,roses,tulips,0.6858678,0.0041746353,0.03711911,0.6858678,0.023152959,0.24968553
689,2,2,tulips,tulips,1.0,6.206703e-12,2.0891354e-10,1.0,4.368653e-08,3.2135148e-09
693,0,0,dandelion,dandelion,0.9989931,0.9989931,0.0010061894,2.5671065e-07,3.255306e-07,7.251665e-08
694,4,2,roses,tulips,0.7958886,0.00055005966,0.0071938518,0.7958886,0.00033867254,0.19602875
697,2,2,tulips,tulips,0.99854434,1.3682624e-08,6.8472524e-08,0.99854434,2.4661667e-05,0.0014308991
705,0,2,dandelion,tulips,0.5639894,0.03352525,0.014210415,0.5639894,0.121089205,0.26718575
710,1,1,daisy,daisy,0.9985757,0.0013975578,0.9985757,2.5700974e-05,9.3757495e-07,1.6745821e-07
711,0,0,dandelion,dandelion,0.9897153,0.9897153,0.009734563,0.00016174577,3.1390107e-05,0.0003570485
723,0,0,dandelion,dandelion,1.0,1.0,5.435351e-12,3.70526e-15,3.2687723e-14,3.2411775e-17
726,4,4,roses,roses,0.9091432,1.7876635e-05,0.0002202357,0.090602115,1.6524215e-05,0.9091432
738,0,0,dandelion,dandelion,0.9999975,0.9999975,2.5241284e-06,2.3801347e-10,1.43140575e-08,1.1872646e-10
746,0,0,dandelion,dandelion,0.9999999,0.9999999,1.2156586e-07,1.1070109e-11,5.299005e-10,5.082697e-13
748,4,2,roses,tulips,0.6236001,0.0069552455,0.22894794,0.6236001,0.094877,0.045619734
752,0,0,dandelion,dandelion,1.0,1.0,1.2133212e-11,2.597622e-17,6.15009e-16,7.6790506e-19
758,1,1,daisy,daisy,1.0,6.0946933e-12,1.0,3.0427376e-17,2.930462e-13,3.850783e-18
763,0,0,dandelion,dandelion,1.0,1.0,2.5892335e-09,4.3434998e-13,5.464405e-12,2.4400764e-14
765,4,4,roses,roses,0.99998415,7.839537e-13,4.375454e-12,1.5880745e-05,3.5321023e-12,0.99998415
768,0,0,dandelion,dandelion,0.9997075,0.9997075,3.4530516e-05,1.12138505e-05,0.00024329418,3.291858e-06
776,2,4,tulips,roses,0.5470591,0.00030324695,3.310309e-07,0.44985804,0.0027792023,0.5470591
787,2,2,tulips,tulips,0.9216028,0.000251394,0.000109242595,0.9216028,0.0013913602,0.07664522
788,0,3,dandelion,sunflowers,0.48174986,0.04897049,0.108037874,0.2342482,0.48174986,0.1269936
800,3,3,sunflowers,sunflowers,0.9945756,3.5711196e-06,5.843819e-09,0.005374923,0.9945756,4.5910634e-05
803,4,4,roses,roses,0.9993036,9.0296396e-13,1.38603365e-11,0.0006964288,8.26325e-11,0.9993036
805,0,0,dandelion,dandelion,0.9997875,0.9997875,0.00013098014,1.1602046e-05,6.916111e-05,7.127225e-07
816,2,2,tulips,tulips,0.9994998,1.3101563e-08,1.5858359e-07,0.9994998,3.734547e-07,0.0004997584
833,1,1,daisy,daisy,1.0,1.8628495e-10,1.0,1.7246965e-16,6.84447e-11,6.074936e-17
835,0,0,dandelion,dandelion,0.9999924,0.9999924,7.2572716e-06,1.9180393e-09,3.0081986e-07,9.088058e-10
844,4,4,roses,roses,0.94597286,1.7834425e-07,5.3996335e-08,0.05402187,5.111603e-06,0.94597286
845,1,3,daisy,sunflowers,0.9974274,1.4123046e-05,0.002554394,4.085643e-06,0.9974274,1.8487888e-09
852,3,3,sunflowers,sunflowers,0.999905,1.65002e-05,2.3182363e-05,4.938543e-05,0.999905,5.9517024e-06
859,4,2,roses,tulips,0.58988994,2.1471033e-07,1.9257344e-05,0.58988994,1.0096297e-06,0.4100896
860,3,3,sunflowers,sunflowers,0.4446552,0.24610192,0.12134164,0.13919821,0.4446552,0.048702985
861,4,4,roses,roses,0.9956285,8.4497145e-07,6.651707e-06,0.0043549617,9.0232725e-06,0.9956285
868,0,0,dandelion,dandelion,1.0,1.0,9.218301e-09,1.2171829e-11,6.302211e-11,8.2655784e-13
874,1,0,daisy,dandelion,0.7426404,0.7426404,0.17348826,0.0067287046,0.032486126,0.044656597
877,0,0,dandelion,dandelion,0.9077302,0.9077302,0.07564028,0.0014281519,0.014656136,0.00054520974
880,1,1,daisy,daisy,1.0,1.2625897e-09,1.0,3.553712e-10,3.3275043e-08,4.7471743e-13
890,1,1,daisy,daisy,0.9999999,1.0457782e-08,0.9999999,1.2250148e-08,7.361229e-08,1.00897075e-10
897,1,1,daisy,daisy,0.9999988,1.1675637e-06,0.9999988,1.0917436e-09,3.155279e-08,4.4444927e-11
913,0,0,dandelion,dandelion,0.98627615,0.98627615,0.0135236755,1.3273065e-07,0.00020006605,1.1613392e-08
915,3,3,sunflowers,sunflowers,0.9948042,0.0013713778,0.003802338,2.0423142e-05,0.9948042,1.6901816e-06
919,1,1,daisy,daisy,0.9956298,0.0020203681,0.9956298,0.00015161601,0.0021744145,2.384976e-05
921,4,4,roses,roses,0.97011805,4.0317263e-07,1.0442036e-06,0.029872151,8.356087e-06,0.97011805
927,4,4,roses,roses,0.92496353,0.00025994808,0.002085195,0.072373815,0.00031752454,0.92496353
928,1,1,daisy,daisy,0.9999558,8.474515e-06,0.9999558,3.3447202e-05,2.2011038e-06,8.0450086e-08
938,2,2,tulips,tulips,0.5142393,9.34127e-05,0.0014651319,0.5142393,0.0034734663,0.48072872
941,2,2,tulips,tulips,0.9467487,0.003511427,0.0027236862,0.9467487,0.0003541929,0.046662036
944,2,2,tulips,tulips,0.9682484,0.000104939805,7.68817e-05,0.9682484,0.00020259975,0.03136727
954,3,3,sunflowers,sunflowers,0.9008411,0.00035362004,0.09876717,3.723898e-05,0.9008411,8.42637e-07
959,4,2,roses,tulips,0.6400803,0.00091184775,0.0007028837,0.6400803,0.022877734,0.3354273
968,0,0,dandelion,dandelion,0.9999958,0.9999958,3.851584e-06,5.544847e-08,2.7626712e-07,3.188877e-09
982,3,3,sunflowers,sunflowers,0.99999964,1.8056845e-08,2.8030635e-07,1.1314372e-08,0.99999964,9.476519e-15
989,2,2,tulips,tulips,0.9999995,1.3096211e-09,3.107203e-09,0.9999995,1.4380117e-08,4.5978805e-07
995,1,1,daisy,daisy,0.9436606,1.3512305e-05,0.9436606,1.0134387e-09,0.0563259,1.3523164e-12
1000,1,0,daisy,dandelion,0.99984264,0.99984264,0.00015737877,1.0803926e-12,1.0721017e-08,4.6556658e-15
1001,0,0,dandelion,dandelion,0.9999981,0.9999981,9.683017e-07,6.030057e-08,8.440283e-07,3.0405992e-08
1005,2,2,tulips,tulips,0.9999031,7.6172306e-08,4.987326e-05,0.9999031,4.0938445e-05,6.1184983e-06
1014,4,4,roses,roses,0.97201025,1.7149544e-08,3.977099e-07,0.027989183,1.1790616e-07,0.97201025
1030,2,2,tulips,tulips,0.99976915,9.64643e-08,1.2939365e-06,0.99976915,2.1684151e-07,0.00022918226
1033,2,2,tulips,tulips,0.96743715,0.00078556687,0.008305299,0.96743715,0.000103181126,0.023368733
1040,0,0,dandelion,dandelion,1.0,1.0,6.01201e-10,6.7587164e-12,4.9276305e-11,1.0327171e-13
1055,2,2,tulips,tulips,0.7086039,0.054244462,0.017877854,0.7086039,0.0066529606,0.21262075
1056,2,2,tulips,tulips,0.5500941,0.000881097,0.0012208776,0.5500941,0.0014861545,0.44631767
1057,1,1,daisy,daisy,1.0,2.0704535e-08,1.0,1.3406984e-10,3.860132e-09,8.00553e-13
1062,2,2,tulips,tulips,0.9992943,1.9420598e-08,9.0530445e-09,0.9992943,1.1744552e-06,0.000704488
1064,2,2,tulips,tulips,0.9990355,0.0001230441,3.6572933e-06,0.9990355,0.0007021317,0.00013562411
1065,2,2,tulips,tulips,0.8652707,0.0028586192,0.0028083993,0.8652707,0.013110592,0.11595179
1074,0,0,dandelion,dandelion,0.9998616,0.9998616,0.00013762907,1.289441e-07,4.1398724e-07,9.8690215e-08
1094,4,4,roses,roses,0.97935337,1.378448e-05,4.2089714e-06,0.018070828,0.0025577822,0.97935337
1103,2,2,tulips,tulips,0.9829863,9.79666e-08,6.086526e-09,0.9829863,3.38401e-07,0.017013285
1111,0,0,dandelion,dandelion,0.99994135,0.99994135,4.4358672e-05,7.371198e-07,1.3549508e-05,4.7575767e-08
1117,0,0,dandelion,dandelion,0.9991047,0.9991047,0.00089530594,4.4432408e-10,5.8579483e-09,5.2258816e-13
1118,3,2,sunflowers,tulips,0.42951375,0.061636332,0.15979363,0.42951375,0.20682341,0.14223292
1121,0,0,dandelion,dandelion,0.9999435,0.9999435,5.5466116e-05,8.3043494e-07,2.549533e-07,4.807914e-08
1127,1,1,daisy,daisy,0.9999875,4.905299e-07,0.9999875,5.397123e-06,5.6443146e-06,9.0671386e-07
1145,4,4,roses,roses,0.98169464,1.2708996e-07,1.3016201e-07,0.018303514,1.554291e-06,0.98169464
1158,4,4,roses,roses,0.79018384,7.950782e-05,4.85512e-05,0.20938717,0.00030098695,0.79018384
1159,3,3,sunflowers,sunflowers,0.99992085,4.9850655e-07,7.818302e-05,4.7253496e-07,0.99992085,4.9882495e-08
1168,4,4,roses,roses,0.998691,2.5168616e-18,3.2541613e-14,0.0013089909,7.5048014e-16,0.998691
1181,2,2,tulips,tulips,0.970656,2.569949e-11,2.8900367e-09,0.970656,6.709226e-13,0.029343966
1196,0,0,dandelion,dandelion,0.9999999,0.9999999,1.06891164e-07,3.5396894e-13,2.7061043e-11,8.1047446e-14
1199,3,3,sunflowers,sunflowers,0.99992025,4.1355375e-05,3.823252e-05,1.5060026e-07,0.99992025,6.685198e-10
1201,0,0,dandelion,dandelion,0.491366,0.491366,0.4889045,0.006455503,0.012743611,0.0005302973
1204,2,4,tulips,roses,0.5321035,0.11351439,0.016869787,0.3370613,0.00045109424,0.5321035
1205,2,2,tulips,tulips,0.7249606,0.00022611623,0.0015653302,0.7249606,4.8247668e-05,0.27319968
1216,3,3,sunflowers,sunflowers,0.9999896,4.473912e-06,2.7260803e-06,3.2682153e-06,0.9999896,1.7127946e-09
1217,4,4,roses,roses,0.9778871,3.6730698e-06,9.7231765e-05,0.022010012,1.937949e-06,0.9778871
1219,3,3,sunflowers,sunflowers,0.50563043,0.038003553,0.45047787,0.0026003767,0.50563043,0.003287755
1223,3,3,sunflowers,sunflowers,0.8749614,0.050913382,0.07306158,9.762984e-05,0.8749614,0.00096602674
1225,3,3,sunflowers,sunflowers,0.99999774,3.3784036e-07,1.8996682e-06,3.9700467e-08,0.99999774,9.912416e-12
1231,4,4,roses,roses,0.5254796,0.0007409029,0.0068448326,0.3636515,0.10328312,0.5254796
1233,1,1,daisy,daisy,0.99761665,0.0021000511,0.99761665,1.0630774e-05,0.00027096388,1.6492634e-06
1240,1,0,daisy,dandelion,0.8271451,0.8271451,0.17272533,2.8581125e-08,0.00012957439,6.374453e-09
1242,2,2,tulips,tulips,0.9811132,0.00068131526,0.0012234745,0.9811132,0.00011395642,0.016868142
1244,3,4,sunflowers,roses,0.33313626,0.3108698,0.0975172,0.0095920935,0.24888465,0.33313626
1249,0,0,dandelion,dandelion,0.9999889,0.9999889,9.079477e-06,4.5611375e-07,1.4948114e-07,1.4813575e-06
1250,1,1,daisy,daisy,1.0,1.919724e-08,1.0,1.26417605e-08,1.326772e-08,4.860603e-13
1255,3,3,sunflowers,sunflowers,0.98095804,0.0036301247,0.00016589518,0.015221162,0.98095804,2.475236e-05
1256,2,2,tulips,tulips,0.99990344,8.411062e-06,4.6632384e-05,0.99990344,3.1997133e-05,9.54285e-06
1258,1,1,daisy,daisy,0.99675155,0.00064684544,0.99675155,0.0012657,0.001236875,9.89271e-05
1267,2,2,tulips,tulips,1.0,2.1297904e-11,4.254275e-10,1.0,6.7179945e-10,2.0334991e-09
1281,3,3,sunflowers,sunflowers,0.9649808,0.0007686123,0.023432465,0.010739221,0.9649808,7.892424e-05
1285,2,2,tulips,tulips,0.99851364,5.7359794e-06,0.0003129052,0.99851364,4.87775e-05,0.0011188699
1309,4,4,roses,roses,0.9999311,5.7411385e-15,6.2967303e-15,6.88904e-05,1.7571643e-15,0.9999311
1310,4,4,roses,roses,0.9981566,8.9398755e-09,2.3586434e-08,0.0018431676,2.2022653e-07,0.9981566
1313,1,1,daisy,daisy,0.99214524,0.0073492373,0.99214524,4.3480213e-06,0.00049974927,1.4131043e-06
1315,0,0,dandelion,dandelion,0.91683286,0.91683286,0.03375666,0.047992382,0.0007238154,0.000694358
1317,0,4,dandelion,roses,0.5431355,0.16795228,0.14547448,0.14249703,0.00094063266,0.5431355
1322,3,1,sunflowers,daisy,0.74976504,0.014032834,0.74976504,0.032438032,0.18849693,0.015267139
1323,2,2,tulips,tulips,0.8862102,0.0017103704,0.041860826,0.8862102,0.00037451225,0.06984407
1325,4,0,roses,dandelion,0.33324346,0.33324346,0.19428048,0.024047555,0.24092017,0.20750834
1332,0,0,dandelion,dandelion,0.99693894,0.99693894,5.732937e-05,2.1557764e-05,0.0029709316,1.1280933e-05
1340,2,2,tulips,tulips,0.9978728,1.898174e-05,4.4549386e-05,0.9978728,0.0020133376,5.0266135e-05
1354,2,2,tulips,tulips,1.0,1.325691e-13,1.379889e-10,1.0,1.1296818e-09,7.357461e-10
1361,0,0,dandelion,dandelion,1.0,1.0,1.4456155e-09,9.845159e-11,4.6476416e-11,1.44148e-13
1363,3,3,sunflowers,sunflowers,0.2819219,0.203019,0.18193007,0.13253902,0.2819219,0.20058994
1374,1,1,daisy,daisy,0.9999993,1.1559734e-07,0.9999993,1.5775124e-07,4.0802178e-07,8.702832e-10
1383,1,2,daisy,tulips,0.7666704,0.049158104,0.02713621,0.7666704,0.003501754,0.15353349
1389,3,3,sunflowers,sunflowers,0.9999999,7.793284e-08,3.0657354e-10,5.223942e-10,0.9999999,2.7120826e-11
1399,1,1,daisy,daisy,1.0,1.6923827e-13,1.0,2.3871895e-16,2.5721983e-12,4.8981525e-18
1406,2,2,tulips,tulips,0.9999962,2.6357783e-09,1.4346872e-07,0.9999962,2.1328485e-06,1.5695864e-06
1416,1,1,daisy,daisy,0.9999943,1.272311e-06,0.9999943,6.46614e-07,3.707299e-06,1.5938431e-08
1420,2,2,tulips,tulips,0.99897206,2.5478217e-05,0.00034829212,0.99897206,8.8100045e-05,0.0005660598
1421,3,3,sunflowers,sunflowers,0.99998844,1.1026807e-05,1.8239679e-07,3.8838203e-07,0.99998844,3.224506e-08
1424,1,1,daisy,daisy,1.0,1.5197703e-09,1.0,1.0948484e-12,1.1224422e-08,2.1837865e-13
1428,4,4,roses,roses,0.9333616,7.8918265e-06,2.829219e-05,0.0665914,1.082152e-05,0.9333616
1433,1,1,daisy,daisy,0.9999876,1.0735986e-06,0.9999876,2.6409147e-08,1.1316422e-05,1.3764999e-09
1439,4,4,roses,roses,0.9999945,6.684762e-14,6.942169e-12,5.4631823e-06,6.236177e-13,0.9999945
1447,2,2,tulips,tulips,0.99999833,1.2513125e-07,2.3314989e-07,0.99999833,1.7528141e-07,1.2234124e-06
1454,2,2,tulips,tulips,0.9980996,3.7585742e-06,4.704107e-05,0.9980996,5.086728e-06,0.0018445095
1471,0,0,dandelion,dandelion,1.0,1.0,2.4313394e-09,9.12448e-14,5.803054e-12,7.041198e-15
1474,4,4,roses,roses,0.9991891,3.9738976e-10,3.7807206e-09,0.00081093464,8.046145e-11,0.9991891
1489,3,3,sunflowers,sunflowers,0.99945194,0.00015179827,0.00039553313,7.520358e-07,0.99945194,9.310319e-09
1492,0,0,dandelion,dandelion,0.7906195,0.7906195,0.19561037,0.012225768,0.00019216348,0.0013521635
1495,3,2,sunflowers,tulips,0.4715003,0.0029246872,0.0027768551,0.4715003,0.07266161,0.4501365
1507,0,0,dandelion,dandelion,0.99997926,0.99997926,8.573478e-09,6.203888e-08,2.0680614e-05,3.616779e-11
1532,0,0,dandelion,dandelion,0.99999976,0.99999976,2.7464216e-07,8.988171e-11,1.7201257e-09,1.033102e-11
1539,0,0,dandelion,dandelion,1.0,1.0,1.7067311e-08,1.9116004e-09,1.8126626e-08,7.300698e-12
1540,4,4,roses,roses,0.9999131,3.1333638e-09,2.7773316e-08,8.685473e-05,3.2644156e-09,0.9999131
1543,2,2,tulips,tulips,0.99980694,1.2361929e-06,4.0651785e-06,0.99980694,7.882251e-06,0.00017994481
1548,2,2,tulips,tulips,0.99999607,3.245855e-09,1.292218e-07,0.99999607,5.000962e-08,3.821947e-06
1556,0,0,dandelion,dandelion,1.0,1.0,1.0890204e-09,6.464064e-12,5.131906e-11,7.217424e-14
1557,0,0,dandelion,dandelion,0.999902,0.999902,9.7953394e-05,3.130257e-10,3.0335702e-08,1.3865444e-10
1576,2,2,tulips,tulips,0.95380324,0.00036351927,0.008177134,0.95380324,0.00087656925,0.036779564
1578,4,4,roses,roses,0.85868895,0.01547351,0.074931234,0.049530506,0.001375743,0.85868895
1579,4,2,roses,tulips,0.7938904,6.48128e-07,0.00040643034,0.7938904,2.3691941e-06,0.20570014
1581,3,3,sunflowers,sunflowers,0.837305,0.02232711,0.003609738,0.13662644,0.837305,0.00013179591
