index,real,predicha,clase_real,clase_predicha,confianza,p_dandelion,p_daisy,p_tulips,p_sunflowers,p_roses
148,4,4,roses,roses,0.99990237,2.1129604e-12,1.5996024e-07,9.742789e-05,9.289046e-11,0.99990237
156,0,0,dandelion,dandelion,0.79962385,0.79962385,0.1388096,0.008712738,0.043059904,0.009793903
160,0,0,dandelion,dandelion,0.78449816,0.78449816,0.21332894,5.2861633e-05,0.0020102924,0.00010979112
161,0,0,dandelion,dandelion,0.9903425,0.9903425,0.006227015,9.939942e-06,8.4038686e-05,0.0033365665
162,4,4,roses,roses,1.0,1.9196162e-17,5.7096808e-18,6.529314e-13,5.6153094e-18,1.0
169,2,4,tulips,roses,0.8552335,9.890098e-10,1.6680632e-06,0.13569163,0.009073212,0.8552335
173,3,3,sunflowers,sunflowers,0.9990877,1.2575925e-06,0.00091102783,1.3647723e-09,0.9990877,1.5192805e-11
177,2,2,tulips,tulips,0.9925971,1.2096037e-06,6.5672475e-06,0.9925971,2.9139924e-10,0.007395048
181,3,3,sunflowers,sunflowers,0.9994667,8.77563e-06,0.00011043279,1.913684e-06,0.9994667,0.00041207438
200,4,4,roses,roses,1.0,1.5744363e-19,5.3688535e-15,7.322166e-14,1.2160415e-18,1.0
205,0,0,dandelion,dandelion,0.9992217,0.9992217,0.00077379984,1.1950769e-08,4.072322e-06,4.4296735e-07
237,1,1,daisy,daisy,0.99998474,1.12122535e-07,0.99998474,1.7287156e-11,1.5145733e-05,1.7443048e-12
240,1,1,daisy,daisy,0.9995105,0.00019207581,0.9995105,0.00027188973,6.0217883e-07,2.492564e-05
247,4,4,roses,roses,0.731546,2.359335e-05,3.1267994e-06,0.26838195,4.5299086e-05,0.731546
249,0,0,dandelion,dandelion,0.9999918,0.9999918,7.2179173e-06,1.0371279e-10,9.021248e-07,9.831618e-12
250,1,1,daisy,daisy,0.99907243,7.749764e-06,0.99907243,7.577705e-11,0.00091982743,2.1736627e-08
261,4,4,roses,roses,0.99997604,1.1196544e-09,1.3495761e-05,1.0476634e-05,2.834932e-11,0.99997604
263,3,3,sunflowers,sunflowers,1.0,3.3347214e-12,8.238148e-16,1.416901e-16,1.0,5.895137e-23
268,0,1,dandelion,daisy,0.8817525,0.108745076,0.8817525,0.0026943812,0.0063404464,0.00046764943
279,3,3,sunflowers,sunflowers,0.9960674,2.8040871e-05,0.00010750783,0.0031549337,0.9960674,0.00064201036
281,2,2,tulips,tulips,0.9216703,3.3463473e-06,3.459399e-07,0.9216703,0.0118419435,0.066484034
291,0,0,dandelion,dandelion,0.7251942,0.7251942,0.0051464224,0.009120763,0.017138021,0.24340054
349,2,2,tulips,tulips,0.6245501,0.115237586,0.02135009,0.6245501,0.12200708,0.116855145
354,4,4,roses,roses,0.99729675,2.2871176e-05,0.0016347633,0.0010455592,5.3911436e-10,0.99729675
361,0,0,dandelion,dandelion,1.0,1.0,1.1046816e-09,8.464512e-13,8.728977e-09,1.9754933e-12
363,4,4,roses,roses,1.0,6.6126734e-31,4.1976306e-31,2.624519e-14,4.906232e-25,1.0
380,4,4,roses,roses,0.99615115,1.248614e-09,3.7922205e-06,0.0038440737,9.219069e-07,0.99615115
382,3,3,sunflowers,sunflowers,0.90658575,8.372768e-05,0.093326546,2.8694199e-06,0.90658575,1.0426947e-06
386,0,0,dandelion,dandelion,1.0,1.0,1.566418e-15,2.9728183e-18,7.6415894e-11,7.772741e-19
388,3,3,sunflowers,sunflowers,0.98156756,0.015123961,1.6387072e-06,0.0033067444,0.98156756,1.144523e-07
399,0,0,dandelion,dandelion,0.99989307,0.99989307,0.000106963525,3.5159806e-11,2.0498034e-09,1.2550211e-10
408,3,3,sunflowers,sunflowers,0.49685702,0.0022966592,0.00014136278,0.46163386,0.49685702,0.039071064
419,2,2,tulips,tulips,0.9994192,1.0497436e-05,1.4743589e-06,0.9994192,0.0003544808,0.00021439833
420,2,2,tulips,tulips,0.99997437,1.9434863e-05,3.2763714e-07,0.99997437,1.0867097e-06,4.8220686e-06
424,4,4,roses,roses,0.99753606,5.4000407e-07,8.2535735e-06,0.002197108,0.0002580819,0.99753606
448,1,1,daisy,daisy,0.9999198,5.308644e-05,0.9999198,2.7766458e-08,2.7116774e-05,1.5892371e-09
456,3,3,sunflowers,sunflowers,0.99996257,3.7461992e-05,9.629046e-12,3.3709396e-15,0.99996257,6.081147e-12
474,4,4,roses,roses,1.0,9.543324e-12,2.5288668e-10,4.668837e-09,6.2809602e-18,1.0
489,0,0,dandelion,dandelion,0.99803954,0.99803954,0.0019069636,1.330171e-05,3.9987055e-05,2.3537258e-07
490,4,4,roses,roses,0.9371379,3.6246592e-09,8.3093876e-10,0.06286215,2.2312195e-16,0.9371379
494,0,3,dandelion,sunflowers,0.41339794,0.19465247,0.035892278,0.056777097,0.41339794,0.29928023
495,4,1,roses,daisy,0.9537892,0.008299495,0.9537892,0.0147249,0.004035444,0.01915104
497,0,1,dandelion,daisy,0.7329492,0.19998023,0.7329492,0.0045518093,0.049950805,0.012567889
505,4,4,roses,roses,0.9945497,1.175625e-11,3.6674084e-08,0.0054502543,5.181397e-10,0.9945497
510,0,0,dandelion,dandelion,0.99999976,0.99999976,1.884602e-07,5.2008235e-11,2.4574673e-08,7.094058e-10
512,1,1,daisy,daisy,0.9675625,0.00017082,0.9675625,1.4851344e-05,0.032249007,2.8385589e-06
520,0,0,dandelion,dandelion,0.9831419,0.9831419,0.0009848374,0.014562057,4.5325855e-06,0.0013067169
527,2,2,tulips,tulips,0.99999166,2.3679163e-11,1.6984594e-11,0.99999166,4.3064705e-11,8.40094e-06
532,0,0,dandelion,dandelion,0.9999019,0.9999019,3.546598e-07,4.7696674e-10,9.769282e-05,3.123057e-11
543,3,3,sunflowers,sunflowers,0.98894894,6.43381e-06,0.011044692,4.7377204e-09,0.98894894,9.394066e-10
550,2,0,tulips,dandelion,0.81874275,0.81874275,0.09096473,0.069754526,1.0813934e-05,0.020527175
566,3,3,sunflowers,sunflowers,0.99995553,1.2726702e-05,2.2740738e-07,3.1389165e-05,0.99995553,9.313842e-08
567,1,0,daisy,dandelion,0.69819427,0.69819427,0.30179343,3.8386784e-07,9.325498e-08,1.1849434e-05
570,0,0,dandelion,dandelion,1.0,1.0,6.701197e-12,3.180402e-18,4.6612503e-15,8.9225895e-17
582,0,0,dandelion,dandelion,0.99336314,0.99336314,0.0003148951,0.0062805205,2.1194866e-05,2.02553e-05
583,0,3,dandelion,sunflowers,0.727729,0.13971783,0.12968937,0.002709941,0.727729,0.00015383148
589,0,0,dandelion,dandelion,0.99999416,0.99999416,4.919679e-06,1.3070912e-09,9.1485515e-07,3.8922927e-09
599,1,1,daisy,daisy,0.99999154,3.489605e-09,0.99999154,1.7006627e-12,8.520265e-06,7.5547527e-13
604,2,2,tulips,tulips,0.9937948,4.3104887e-07,8.768621e-08,0.9937948,6.0305005e-08,0.0062045516
605,3,3,sunflowers,sunflowers,0.8269221,0.16989505,2.3827688e-05,0.0009185136,0.8269221,0.0022404643
606,3,3,sunflowers,sunflowers,0.8504645,0.0023169105,0.14716125,5.2381205e-05,0.8504645,4.8659517e-06
622,2,2,tulips,tulips,0.9999937,1.1728676e-08,6.007164e-06,0.9999937,2.9861994e-07,3.943729e-08
626,3,3,sunflowers,sunflowers,0.9996685,1.5131224e-11,8.5883806e-07,6.477878e-08,0.9996685,0.0003306038
627,4,4,roses,roses,0.9999995,1.4930553e-16,6.4974183e-17,4.3531486e-07,2.0373841e-13,0.9999995
634,0,0,dandelion,dandelion,0.99887496,0.99887496,5.3742737e-05,0.0010559185,1.1419803e-05,3.976242e-06
635,0,0,dandelion,dandelion,1.0,1.0,5.6482363e-13,1.3262607e-12,1.5801987e-10,4.823854e-13
644,0,0,dandelion,dandelion,0.98675275,0.98675275,0.011517504,0.0017272764,3.487086e-10,2.425323e-06
651,0,0,dandelion,dandelion,0.99326175,0.99326175,0.0048095556,0.00027031545,0.00089637405,0.0007620396
670,3,4,sunflowers,roses,0.8941569,1.3012472e-06,4.0532746e-06,0.044911407,0.0609264,0.8941569
671,4,4,roses,roses,0.4817265,0.00034546232,0.009853909,0.027042303,0.4810319,0.4817265
689,2,2,tulips,tulips,0.99999166,7.114688e-11,2.0282644e-09,0.99999166,8.3841005e-06,1.7131867e-09
693,0,0,dandelion,dandelion,0.9970976,0.9970976,0.0027562478,2.6863488e-06,0.0001321291,1.1452068e-05
694,4,2,roses,tulips,0.5805482,0.0025375504,0.00011348481,0.5805482,1.9106004e-08,0.41680074
697,2,2,tulips,tulips,0.99893326,5.2900453e-09,9.299792e-09,0.99893326,8.483594e-05,0.0009818993
705,0,2,dandelion,tulips,0.46920004,0.05255994,0.0051333723,0.46920004,0.2516027,0.22150388
710,1,1,daisy,daisy,0.99585587,0.004054301,0.99585587,3.7555807e-09,2.8746267e-06,8.700368e-05
711,0,0,dandelion,dandelion,0.8882111,0.8882111,0.00013028181,0.00022233382,1.0164192e-05,0.11142625
723,0,0,dandelion,dandelion,1.0,1.0,6.9455677e-13,1.217992e-13,6.1186084e-11,4.790214e-13
726,4,4,roses,roses,0.9932232,3.961011e-05,0.0013344053,0.0054027853,6.025928e-08,0.9932232
738,0,0,dandelion,dandelion,0.99978906,0.99978906,2.1030732e-05,3.4607595e-08,0.00018999676,7.2655415e-09
746,0,0,dandelion,dandelion,0.9999999,0.9999999,8.9188006e-08,1.901149e-10,4.621183e-08,1.0651226e-10
748,4,2,roses,tulips,0.7649686,8.199896e-05,0.00016893783,0.7649686,0.02277073,0.2120097
752,0,0,dandelion,dandelion,1.0,1.0,1.24026674e-11,1.7572847e-16,1.0639307e-14,1.514817e-15
758,1,1,daisy,daisy,0.99999917,6.21714e-07,0.99999917,3.0808299e-12,2.0162166e-07,1.566502e-13
763,0,0,dandelion,dandelion,0.9999839,0.9999839,1.5927608e-05,1.7457804e-09,9.973042e-08,2.92655e-09
765,4,4,roses,roses,1.0,2.8261251e-14,5.1780146e-13,2.4939293e-09,1.0070937e-15,1.0
768,0,0,dandelion,dandelion,0.99977106,0.99977106,1.9796871e-05,2.1818469e-05,0.00016462385,2.2808823e-05
776,2,4,tulips,roses,0.6893619,4.8238337e-05,9.040638e-12,0.31050587,8.40379e-05,0.6893619
787,2,2,tulips,tulips,0.9932197,8.727814e-05,1.2318462e-06,0.9932197,0.0007168043,0.0059749754
788,0,2,dandelion,tulips,0.5378453,0.0008770802,0.06328084,0.5378453,0.37867868,0.019318124
800,3,2,sunflowers,tulips,0.64689124,3.2404855e-06,2.3163739e-10,0.64689124,0.3531034,2.1192627e-06
803,4,4,roses,roses,0.9999733,7.824904e-16,1.446645e-12,2.6720238e-05,9.511649e-12,0.9999733
805,0,0,dandelion,dandelion,0.99897254,0.99897254,0.0006899447,0.00021643733,9.380281e-05,2.7262404e-05
816,2,2,tulips,tulips,0.99009794,6.399258e-10,4.000328e-08,0.99009794,4.8609872e-06,0.009897236
833,1,1,daisy,daisy,0.999946,5.7199935e-07,0.999946,2.1449553e-14,5.3372474e-05,1.2685287e-14
835,0,0,dandelion,dandelion,0.9999428,0.9999428,3.873963e-05,3.1677695e-07,1.8151859e-05,1.2285142e-10
844,4,2,roses,tulips,0.6012785,1.313906e-05,4.336456e-06,0.6012785,5.9804956e-05,0.39864427
845,1,3,daisy,sunflowers,0.99020106,0.00011952661,0.009678129,1.2711897e-06,0.99020106,4.764e-10
852,3,3,sunflowers,sunflowers,0.99998796,3.839166e-06,6.533027e-06,1.6935066e-06,0.99998796,8.3683155e-10
859,4,4,roses,roses,0.9953986,1.081297e-11,2.6281386e-08,0.0046013966,2.007376e-12,0.9953986
860,3,3,sunflowers,sunflowers,0.94575363,0.00032015675,0.0021358058,0.026837196,0.94575363,0.02495321
861,4,4,roses,roses,0.9917005,3.7146756e-07,6.8377617e-06,0.008268561,2.3690523e-05,0.9917005
868,0,0,dandelion,dandelion,1.0,1.0,2.434612e-08,1.3735553e-10,8.4898627e-10,1.3909424e-10
874,1,4,daisy,roses,0.96971893,0.0011085373,0.00013181134,1.4210544e-05,0.029026479,0.96971893
877,0,0,dandelion,dandelion,0.8309145,0.8309145,0.0254166,0.0037010657,0.13824545,0.001722318
880,1,1,daisy,daisy,0.9996275,6.265111e-08,0.9996275,4.8750593e-08,0.0003722859,9.407049e-09
890,1,1,daisy,daisy,0.9994599,2.9474697e-12,0.9994599,6.153427e-10,0.0005400463,1.6244884e-11
897,1,1,daisy,daisy,0.99971753,0.00027004987,0.99971753,2.2757398e-08,1.2398657e-05,1.280732e-09
913,0,0,dandelion,dandelion,0.9851636,0.9851636,0.0044209016,3.4107306e-05,0.010380806,5.79251e-07
915,3,3,sunflowers,sunflowers,0.9789683,0.01965803,9.3842835e-05,3.0005447e-05,0.9789683,0.001249908
919,1,1,daisy,daisy,0.96912706,0.013467758,0.96912706,0.0002084308,0.016332224,0.0008645218
921,4,4,roses,roses,0.99984276,4.5946677e-10,3.590682e-08,0.00015720465,1.0044185e-08,0.99984276
927,4,4,roses,roses,0.99998605,5.451184e-07,7.992409e-06,5.4361835e-06,2.4420144e-08,0.99998605
928,1,1,daisy,daisy,0.99970704,0.00020129375,0.99970704,1.4653162e-06,8.997736e-05,2.0344919e-07
938,2,4,tulips,roses,0.67408913,1.3491838e-07,5.7801526e-07,0.2959402,0.029969918,0.67408913
941,2,2,tulips,tulips,0.879948,0.107284956,0.0006292118,0.879948,9.5630465e-05,0.012042126
944,2,2,tulips,tulips,0.98742956,4.0636914e-05,2.1238e-05,0.98742956,3.0722334e-05,0.012477851
954,3,3,sunflowers,sunflowers,0.6851592,0.00030642375,0.31450996,1.861274e-05,0.6851592,5.7049106e-06
959,4,2,roses,tulips,0.67168695,0.00399353,3.547469e-05,0.67168695,0.08996739,0.23431659
968,0,0,dandelion,dandelion,0.9998661,0.9998661,0.00011412666,1.6913813e-06,1.799914e-05,1.320219e-07
982,3,3,sunflowers,sunflowers,1.0,9.388911e-10,6.371381e-11,1.2093408e-14,1.0,1.9490342e-18
989,2,2,tulips,tulips,1.0,1.4383127e-10,1.6245032e-09,1.0,1.0166967e-09,3.7254324e-09
995,1,1,daisy,daisy,0.9998104,2.9166787e-07,0.9998104,3.5705274e-16,0.0001894289,9.527802e-12
1000,1,0,daisy,dandelion,0.9524558,0.9524558,0.047543377,1.6259138e-09,8.345239e-07,1.6358229e-11
1001,0,0,dandelion,dandelion,0.9999938,0.9999938,1.6389308e-07,1.9273664e-07,5.2471773e-06,6.360482e-07
1005,2,2,tulips,tulips,0.9998783,6.23554e-08,6.005168e-05,0.9998783,6.152122e-05,9.999206e-08
1014,4,4,roses,roses,0.99346775,1.2028174e-13,9.1906266e-10,0.006532317,6.544319e-11,0.99346775
1030,2,2,tulips,tulips,0.99646145,1.3172136e-09,3.2993714e-08,0.99646145,4.6440415e-10,0.0035385366
1033,2,2,tulips,tulips,0.9687019,8.259631e-05,0.0051008095,0.9687019,2.733652e-07,0.026114456
1040,0,0,dandelion,dandelion,1.0,1.0,2.7199898e-10,5.8755225e-13,1.9403155e-09,3.2798295e-12
1055,2,2,tulips,tulips,0.78754663,0.01792826,0.0020155606,0.78754663,0.05096004,0.14154956
1056,2,4,tulips,roses,0.7303891,0.000118489974,4.6200915e-07,0.26934448,0.00014742393,0.7303891
1057,1,1,daisy,daisy,0.9999788,1.0309016e-05,0.9999788,1.1599305e-09,1.101557e-05,2.7783393e-09
1062,2,2,tulips,tulips,0.99708694,3.5430745e-07,2.1650356e-08,0.99708694,4.1883206e-07,0.0029122687
1064,2,2,tulips,tulips,0.99936837,5.284168e-06,8.744319e-09,0.99936837,0.0005002012,0.00012615006
1065,2,2,tulips,tulips,0.7910596,5.152996e-06,6.482819e-06,0.7910596,0.0046909037,0.20423791
1074,0,0,dandelion,dandelion,0.9999926,0.9999926,6.36668e-06,1.9796186e-10,6.372547e-08,9.1350495e-07
1094,4,4,roses,roses,0.8755065,0.0003427622,0.0001874755,0.07590825,0.048054952,0.8755065
1103,2,2,tulips,tulips,0.9877835,4.4629353e-08,1.5313426e-11,0.9877835,4.939055e-09,0.012216507
1111,0,0,dandelion,dandelion,0.9972312,0.9972312,8.673568e-05,1.1797923e-05,0.0026698795,3.7413105e-07
1117,0,0,dandelion,dandelion,0.9999622,0.9999622,3.7773552e-05,3.5790533e-13,5.597493e-08,1.3660677e-14
1118,3,4,sunflowers,roses,0.85841084,0.05832894,0.026089042,0.00011407593,0.057057064,0.85841084
1121,0,0,dandelion,dandelion,0.9987355,0.9987355,0.00096129504,0.00026325873,6.7465285e-06,3.325959e-05
1127,1,1,daisy,daisy,0.99998844,1.8530825e-10,0.99998844,1.0492243e-05,9.040587e-09,1.0541563e-06
1145,4,4,roses,roses,0.9973591,3.4255712e-09,3.2961893e-08,0.002640442,4.5874592e-07,0.9973591
1158,4,4,roses,roses,0.97741723,3.9688755e-05,9.178355e-06,0.02244208,9.1817834e-05,0.97741723
1159,3,3,sunflowers,sunflowers,0.9989755,4.15157e-06,0.0009612529,3.4399877e-06,0.9989755,5.566433e-05
1168,4,4,roses,roses,0.9999999,2.2239583e-17,6.0249473e-17,1.00420124e-07,1.4080647e-23,0.9999999
1181,2,4,tulips,roses,0.72542757,1.8767427e-10,1.964556e-10,0.27457243,3.0933526e-21,0.72542757
1196,0,0,dandelion,dandelion,0.9999993,0.9999993,7.411524e-07,8.829022e-12,3.039034e-10,3.0567007e-10
1199,3,3,sunflowers,sunflowers,0.9999827,9.283555e-06,7.6266692e-06,3.6475794e-07,0.9999827,8.431878e-10
1201,0,0,dandelion,dandelion,0.8951702,0.8951702,0.07861913,0.0130589465,0.009234847,0.0039169346
1204,2,2,tulips,tulips,0.5046141,0.023374377,0.00020116082,0.5046141,1.7392389e-05,0.47179303
1205,2,4,tulips,roses,0.9191035,0.008546809,0.0016944063,0.070655234,8.0614306e-08,0.9191035
1216,3,3,sunflowers,sunflowers,0.9999975,2.4019434e-06,4.2947153e-08,5.350857e-08,0.9999975,2.4141775e-11
1217,4,4,roses,roses,0.9923664,6.982567e-07,7.968972e-06,0.007624917,2.8486577e-10,0.9923664
1219,3,3,sunflowers,sunflowers,0.9519004,0.005576222,0.032409295,2.136226e-05,0.9519004,0.010092747
1223,3,3,sunflowers,sunflowers,0.98970276,0.0001621173,0.008951044,1.0217469e-07,0.98970276,0.0011839776
1225,3,3,sunflowers,sunflowers,1.0,4.0936166e-09,3.364834e-08,1.9838069e-13,1.0,2.491509e-13
1231,4,3,roses,sunflowers,0.8988617,2.5102222e-06,4.1255167e-05,0.0008335932,0.8988617,0.10026102
1233,1,1,daisy,daisy,0.82475775,0.15523483,0.82475775,0.0033712587,0.016083848,0.0005522213
1240,1,0,daisy,dandelion,0.9993406,0.9993406,0.00065911864,3.463453e-11,1.9496183e-07,8.988588e-11
1242,2,2,tulips,tulips,0.99729365,0.00016498996,0.00013129858,0.99729365,1.2248292e-07,0.0024098938
1244,3,3,sunflowers,sunflowers,0.87607276,0.000104325525,0.00075665396,4.8605118e-05,0.87607276,0.1230177
1249,0,0,dandelion,dandelion,0.9991702,0.9991702,0.0007954429,1.1031152e-06,1.4008515e-06,3.1956446e-05
1250,1,1,daisy,daisy,0.9999989,1.776899e-08,0.9999989,2.0801976e-11,1.0750523e-06,1.9734535e-16
1255,3,3,sunflowers,sunflowers,0.9698277,0.0098551735,3.2052998e-05,0.019399004,0.9698277,0.0008861244
1256,2,2,tulips,tulips,0.9999863,2.5766846e-07,7.2117015e-09,0.9999863,6.211895e-06,7.2534076e-06
1258,1,1,daisy,daisy,0.9973718,4.844199e-08,0.9973718,0.0008245048,4.3770874e-06,0.0017993288
1267,2,2,tulips,tulips,1.0,3.41896e-10,1.4237246e-13,1.0,2.7581795e-10,1.3570675e-12
1281,3,3,sunflowers,sunflowers,0.99904734,1.3844441e-08,1.604337e-05,0.00093124015,0.99904734,5.3021686e-06
1285,2,2,tulips,tulips,0.999348,5.2241372e-08,4.6168916e-05,0.999348,2.3563905e-06,0.0006033936
1309,4,4,roses,roses,1.0,4.1783298e-17,2.0075032e-15,1.5617607e-08,3.5782693e-23,1.0
1310,4,4,roses,roses,0.99999845,9.4285336e-11,3.9718745e-12,1.5350886e-06,4.427472e-09,0.99999845
1313,1,1,daisy,daisy,0.8623548,0.12336992,0.8623548,5.617282e-06,0.014248319,2.1359154e-05
1315,0,0,dandelion,dandelion,0.82245743,0.82245743,0.0065822694,0.099977046,0.052747753,0.01823554
1317,0,4,dandelion,roses,0.8709772,0.008978643,0.10498876,0.014446173,0.0006092619,0.8709772
1322,3,3,sunflowers,sunflowers,0.9986363,6.180658e-09,2.189192e-07,0.00034480196,0.9986363,0.0010187225
1323,2,2,tulips,tulips,0.5998161,2.4751416e-06,5.5937458e-06,0.5998161,9.819646e-05,0.40007764
1325,4,4,roses,roses,0.98861015,0.01043195,0.00027078035,0.0006625814,2.4617462e-05,0.98861015
1332,0,4,dandelion,roses,0.64907295,0.3299956,5.3238764e-06,1.6690472e-05,0.020909393,0.64907295
1340,2,2,tulips,tulips,0.99423015,3.634166e-06,1.6331656e-05,0.99423015,0.0055302945,0.00021964837
1354,2,2,tulips,tulips,1.0,2.3591718e-15,1.510542e-10,1.0,1.2352153e-10,7.5456946e-11
1361,0,0,dandelion,dandelion,0.9999999,0.9999999,3.581758e-08,2.0780773e-08,4.101449e-08,2.931144e-09
1363,3,2,sunflowers,tulips,0.6504238,0.0016677912,0.00047489887,0.6504238,0.17701307,0.1704204
1374,1,1,daisy,daisy,0.9999504,3.9430546e-08,0.9999504,2.3971458e-08,4.96051e-05,5.527711e-08
1383,1,2,daisy,tulips,0.44374073,0.35741502,0.00034416988,0.44374073,0.00073145016,0.19776857
1389,3,3,sunflowers,sunflowers,1.0,2.06848e-08,5.042675e-12,6.692486e-12,1.0,4.928134e-09
1399,1,1,daisy,daisy,0.9999999,5.899438e-10,0.9999999,3.2984835e-14,9.20646e-08,2.280786e-15
1406,2,2,tulips,tulips,0.9998548,3.534068e-10,1.2094254e-07,0.9998548,7.369753e-05,7.136139e-05
1416,1,1,daisy,daisy,0.9999894,7.931713e-06,0.9999894,2.5908211e-09,2.6117555e-06,2.539538e-09
1420,2,2,tulips,tulips,0.99999917,2.5032205e-09,3.109858e-09,0.99999917,3.841261e-09,7.9504395e-07
1421,3,3,sunflowers,sunflowers,0.9999999,6.43949e-08,1.1146805e-08,5.3460627e-09,0.9999999,2.4213798e-09
1424,1,1,daisy,daisy,0.9999925,6.6529975e-07,0.9999925,8.092194e-09,6.8272648e-06,8.1193374e-10
1428,4,4,roses,roses,0.9987607,7.590847e-07,1.628573e-05,0.0012222719,1.8678175e-08,0.9987607
1433,1,1,daisy,daisy,0.99613154,0.0015664265,0.99613154,7.3579125e-05,0.002228106,4.053304e-07
1439,4,4,roses,roses,0.9999995,5.3375964e-19,1.0035752e-10,4.4753153e-07,1.7642047e-13,0.9999995
1447,2,2,tulips,tulips,0.99999595,3.830142e-06,2.443759e-07,0.99999595,9.058503e-09,5.2422518e-08
1454,2,2,tulips,tulips,0.9965346,3.878881e-08,0.0001709098,0.9965346,1.4559411e-07,0.0032943238
1471,0,0,dandelion,dandelion,0.99999857,0.99999857,3.8748178e-07,5.5398507e-12,1.1106935e-06,8.757067e-12
1474,4,4,roses,roses,0.99999607,4.4249546e-07,2.4585695e-08,3.5177536e-06,1.7119693e-13,0.99999607
1489,3,3,sunflowers,sunflowers,0.9696493,0.030319324,2.9377103e-05,1.4817688e-07,0.9696493,1.8495696e-06
1492,0,0,dandelion,dandelion,0.92551655,0.92551655,0.02541682,0.022519095,3.112479e-06,0.026544383
1495,3,4,sunflowers,roses,0.6870566,0.017044535,0.002419333,0.13725623,0.15622333,0.6870566
1507,0,0,dandelion,dandelion,0.9997913,0.9997913,1.0533239e-09,2.1755144e-05,0.00018687967,5.1243854e-09
1532,0,0,dandelion,dandelion,0.99998605,0.99998605,1.1550567e-05,5.567309e-09,2.3658822e-06,2.553883e-09
1539,0,0,dandelion,dandelion,0.99998987,0.99998987,2.7949655e-08,5.3627087e-08,1.0025436e-05,4.1971088e-08
1540,4,4,roses,roses,0.9999987,3.1814924e-09,7.041936e-07,6.1553095e-07,2.512858e-13,0.9999987
1543,2,2,tulips,tulips,0.9999975,8.927633e-11,1.0039665e-12,0.9999975,3.6336284e-10,2.5181441e-06
1548,2,2,tulips,tulips,0.99997425,2.496641e-12,5.6588016e-12,0.99997425,7.2573987e-09,2.5707286e-05
1556,0,0,dandelion,dandelion,0.9999958,0.9999958,4.003394e-06,5.4957813e-08,7.147182e-08,6.171435e-10
1557,0,0,dandelion,dandelion,0.9978668,0.9978668,0.0021317839,1.0551991e-10,1.3993406e-06,2.9876017e-09
1576,2,2,tulips,tulips,0.8742039,1.8628418e-06,0.00024061213,0.8742039,1.4733594e-06,0.12555213
1578,4,4,roses,roses,0.9835141,6.699356e-05,0.015417346,0.0009581224,4.3495413e-05,0.9835141
